Location,Shannon,Temperature,pH,Latitude
Surface (ns),3.773971074,63.4,8.79,44.532
Surface (ns),3.628188907,63.4,8.79,44.532
Water (ns),4.356484313,15.5,8.79,53.517
Water (ns),3.578107445,15.5,8.79,53.517
Water (ns),4.59852434,6.7,8.8,53.167
Water (ns),6.470239961,6.7,8.8,53.167
Water (ns),5.136969017,20.8,8.8,53.167
Water (ns),4.276234805,20.8,8.8,53.167
Water (ns),5.162061588,10.2,8.8,53.333
Water (ns),5.540203077,10.2,8.8,53.333
Water (ns),5.661281267,14.2,8.8,68.48625
Water (ns),8.073448386,12.8,8.8,68.800628
Water (ns),5.960238748,7.8,8.81,53.167
Water (ns),5.113669328,7.8,8.81,53.167
Water (ns),6.144724028,5.9,8.81,53.333
Water (ns),5.368687411,5.9,8.81,53.333
Water (ns),5.180444389,13.9,8.82,53.333
Water (ns),6.11573677,13.9,8.82,53.333
Water (ns),5.613010181,21.3,8.82,53.333
Water (ns),4.713556308,21.3,8.82,53.333
Water (ns),5.642230854,24.4,8.82,53.333
Water (ns),5.218709187,24.4,8.82,53.333
Water (ns),5.094857352,21.2,8.82,53.517
Water (ns),5.506286603,21.2,8.82,53.517
Water (ns),7.15182081,13.9,8.84,53.333
Water (ns),4.713418926,13.9,8.84,53.333
Sediment (ns),8.688364938,10,8.85,45.183433
Water (ns),5.558559789,14.4,8.85,53.333
Water (ns),6.57135355,14.4,8.85,53.333
Water (ns),6.562282284,19.3,8.86,53.167
Water (ns),6.058609113,19.3,8.86,53.167
Water (ns),6.276004637,8.7,8.86,53.517
Water (ns),6.639177228,8.7,8.86,53.517
Water (ns),2.979958856,20.1,8.86,53.517
Water (ns),2.890764519,20.1,8.86,53.517
Sediment (ns),7.899980589,16.1,8.88,45.942894
Water (ns),6.065312677,19.3,8.88,53.517
Water (ns),4.229877357,19.3,8.88,53.517
Water (ns),1.778701622,22.1,8.9,53.167
Water (ns),5.567086578,22.1,8.9,53.167
Surface (ns),2.954029015,61,8.91,44.532
Surface (ns),2.410990948,61,8.91,44.532
Surface (ns),3.170159467,61,8.91,44.532
Surface (ns),3.27048204,61,8.91,44.532
Surface (ns),2.748152035,61,8.91,44.532
Surface (ns),2.969756874,61,8.91,44.532
Surface (ns),3.257800858,61,8.91,44.532
Surface (ns),3.292872309,61,8.91,44.532
Surface (ns),3.629766317,61,8.91,44.532
Surface (ns),4.206163839,61,8.91,44.532
Surface (ns),4.466065784,61,8.91,44.532
Water (ns),6.270319289,16.1,8.91,53.167
Water (ns),6.12999244,16.1,8.91,53.167
Water (ns),6.43077105,5.3,8.92,53.333
Water (ns),5.250024315,20.3,8.92,53.517
Water (ns),4.211685714,20.3,8.92,53.517
Water (ns),5.776386654,20,8.93,53.167
Water (ns),9.332116763,20,8.93,53.167
Surface (ns),3.990008195,48.6,8.94,44.531
Surface (ns),4.022929995,48.6,8.94,44.531
Surface (ns),3.779995701,48.6,8.94,44.531
Surface (ns),3.842955834,48.6,8.94,44.531
Surface (ns),3.290133781,48.6,8.94,44.531
Surface (ns),4.157050159,48.6,8.94,44.531
Surface (ns),3.528440159,48.6,8.94,44.531
Surface (ns),3.677669341,48.6,8.94,44.531
Surface (ns),3.808235927,48.6,8.94,44.531
Surface (ns),4.207524271,48.6,8.94,44.531
Surface (ns),4.272227475,48.6,8.94,44.531
Surface (ns),4.088956948,48.6,8.94,44.531
Surface (ns),4.771086348,48.6,8.94,44.531
Surface (ns),4.497477509,48.6,8.94,44.531
Surface (ns),4.3933658,48.6,8.94,44.531
Water (ns),5.37335986,22.3,8.96,53.333
Water (ns),5.992769682,22.4,8.99,53.167
Water (ns),6.293968251,22.4,8.99,53.167
Surface (s),3.397852046,20,9,38.862
Surface (s),3.742552709,20,9,38.862
Surface (s),2.885989704,20,9,38.862
Surface (s),1.300795106,20,9,38.862
Surface (s),6.468018206,20,9,38.862
Surface (s),8.50989678,20,9,38.862
Surface (s),8.13550187,20,9,38.862
Surface (s),8.030179156,20,9,38.862
Surface (s),6.059329976,20,9,38.862
Surface (s),5.116521229,20,9,38.862
Surface (s),6.349243392,20,9,38.862
Surface (s),3.111454651,20,9,38.862
Surface (ns),4.601039572,52,9,44.531
Surface (ns),4.490903143,52,9,44.531
Surface (ns),4.464075331,52,9,44.531
Surface (ns),4.402038639,52,9,44.531
Surface (ns),4.634084817,52,9,44.531
Surface (ns),4.481956363,52,9,44.531
Surface (ns),3.940795828,52,9,44.531
Surface (ns),3.856440025,52,9,44.531
Surface (ns),3.641604736,52,9,44.531
Surface (ns),3.714192967,52,9,44.531
Surface (ns),2.443613611,35,9,44.532
Surface (ns),4.053093347,35,9,44.532
Surface (ns),4.224221104,35,9,44.532
Surface (ns),4.194571822,35,9,44.532
Surface (ns),4.024599024,35,9,44.532
Surface (ns),3.910036939,35,9,44.532
Surface (ns),3.904635288,35,9,44.532
Surface (ns),3.9627026,35,9,44.532
Surface (ns),4.695205341,35,9,44.532
Surface (ns),5.186428003,35,9,44.532
Surface (ns),5.288567431,35,9,44.532
Surface (ns),5.384509137,35,9,44.532
Surface (ns),5.811454137,35,9,44.532
Surface (ns),4.29605837,40,9,44.532
Surface (ns),4.45893004,40,9,44.532
Surface (ns),4.347669053,40,9,44.532
Surface (ns),4.210399746,40,9,44.532
Surface (ns),4.146248542,40,9,44.532
Surface (ns),3.917939867,40,9,44.532
Surface (ns),3.983590704,40,9,44.532
Surface (ns),4.192191147,40,9,44.532
Surface (ns),5.245258217,40,9,44.532
Surface (ns),5.192021478,40,9,44.532
Surface (ns),5.415532246,40,9,44.532
Sediment (ns),8.998872501,10,9,45.942894
Water (ns),7.032957814,20.9,9,53.167
Water (ns),4.436291291,20.9,9,53.167
Water (ns),5.310335069,19,9.03,53.333
Water (ns),6.260000933,19,9.03,53.333
Sediment (ns),8.888987444,9.2,9.05,45.414297
Sediment (ns),8.176439648,16.1,9.05,45.942894
Water (ns),4.921919592,17,9.05,53.167
Water (ns),2.565216452,17,9.05,53.167
Sediment (ns),8.798796996,9.3,9.06,45.414297
Sediment (ns),8.771774084,10.3,9.07,45.652528
Sediment (ns),8.565576412,10.3,9.07,45.652528
Sediment (ns),8.521474865,10.7,9.09,45.183433
Sediment (ns),8.381018717,9.1,9.14,45.322819
Sediment (ns),8.559783681,9.2,9.2,45.322819
Sediment (ns),7.963863041,9.8,9.2,45.942894
Surface (ns),5.610269266,30.1,9.22,44.531
Surface (ns),5.707429877,30.1,9.22,44.531
Surface (ns),5.725338796,30.1,9.22,44.531
Surface (ns),5.980722645,30.1,9.22,44.531
Surface (ns),6.284687505,30.1,9.22,44.531
Surface (ns),5.452733015,30.1,9.22,44.531
Surface (ns),6.012641659,30.1,9.22,44.531
Surface (ns),7.115118065,30.1,9.22,44.531
Surface (ns),6.416104554,30.1,9.22,44.531
Surface (ns),5.154894128,30.1,9.22,44.531
Surface (ns),5.307956896,30.1,9.22,44.531
Surface (ns),5.363114596,30.1,9.22,44.531
Surface (ns),6.437597796,31.9,9.22,44.531
Surface (ns),6.300973864,31.9,9.22,44.531
Surface (ns),6.175799258,31.9,9.22,44.531
Surface (ns),5.684982886,31.9,9.22,44.531
Surface (ns),5.654744368,31.9,9.22,44.531
Surface (ns),6.093857731,31.9,9.22,44.531
Surface (ns),6.026463778,31.9,9.22,44.531
Surface (ns),6.28741349,31.9,9.22,44.531
Surface (ns),5.324876913,31.9,9.22,44.531
Surface (ns),5.63699059,31.9,9.22,44.531
Surface (ns),5.324425838,31.9,9.22,44.531
Surface (ns),5.666383733,31.9,9.22,44.531
Sediment (ns),8.151848017,11.1,9.36,45.414297
Sediment (ns),8.820199287,11.1,9.36,45.414297
Sediment (ns),8.483571604,15.6,9.37,45.183433
Sediment (ns),8.631048563,10.3,9.39,45.322819
Sediment (ns),8.70573905,10.2,9.4,45.322819
Sediment (ns),8.541064812,15.8,9.42,45.183433
Sediment (ns),9.158034019,13.1,9.48,45.652528
Sediment (ns),9.026458614,13.2,9.52,45.652528
Water (ns),6.354276219,15.7,9.7,68.49592
Water (ns),6.217531836,7.6,9.8,68.622
Surface (s),9.874004055,70,10.1,30.123934
Surface (s),5.232427011,70,10.1,30.123934
Surface (s),5.869746942,70,10.1,30.123934
Surface (s),4.023342617,88,10.2,30.12397
Surface (s),6.285241663,88,10.2,30.12397
Surface (s),7.722515517,91,10.7,30.123889
Surface (s),1.250683968,91,10.7,30.123889
Surface (s),5.75087313,91,10.7,30.123889
Surface (s),6.022278181,55,10.97,30.123961
Surface (s),1.521280666,16.2,12.2,44.4216
Surface (s),1.413032794,16.2,12.2,44.4216
Surface (s),3.460178957,16.2,12.2,44.4216
Surface (s),3.971807278,16.2,12.2,44.4216
Surface (s),2.77408454,16.2,12.2,44.4216
Surface (s),7.157129174,18.7,12.2,44.597
Surface (s),5.464862143,18.7,12.2,44.597
Surface (s),5.109624444,18.7,12.2,44.597
Surface (s),5.268837735,18.7,12.2,44.597
Surface (s),6.283423503,18.7,12.2,44.597
Surface (s),7.858728759,18.7,12.2,44.597
Surface (s),2.335832321,18.7,12.2,44.597
Surface (s),2.826820024,13.7,12.3,44.4453
Surface (s),2.935960689,13.7,12.3,44.4453
Surface (s),6.498067824,13.7,12.3,44.4453
Surface (s),1.771914695,19,12.3,44.4512
Surface (s),3.354402358,19,12.3,44.4512
